Rank,Coin Name,Symbol, Price ,1h,24h,7d,30d, 24h Volume ,Circulating Supply,Total Supply, Market Cap 
179,Ethereum Name Service,ENS,8.17,0.70%,-3.10%,-6.80%,11.80%,"$29,030,115.00 ","2,57,83,233",100 Million,"$210,737,580.00 "
180,aelf,ELF,0.46,0.10%,-4.90%,1.30%,29.40%,"$13,393,136.00 ","46,13,29,999",880 Million,"$210,325,146.00 "
181,IoTeX,IOTX,0.02,0.90%,-5.70%,-10.90%,15.70%,"$11,358,900.00 ","9,44,25,43,017",9.5 Billion,"$209,680,573.00 "
182,Kusama,KSM,23.27,0.70%,-1.70%,-7.70%,29.60%,"$16,146,518.00 ","89,80,098",10 Million,"$209,011,232.00 "
183,Liquity USD,LUSD,0.99,0.00%,-0.30%,-0.20%,-0.20%,"$16,191,977.00 ","21,06,57,676",211 Million,"$208,972,664.00 "
184,Aragon,ANT,5.16,0.80%,1.70%,0.30%,4.70%,"$16,135,948.00 ","4,00,39,312",43.2 Million,"$206,956,294.00 "
185,Audius,AUDIO,0.18,0.40%,-3.70%,-11.00%,20.10%,"$12,393,576.00 ","1,16,79,50,954",1.2 Billion,"$206,827,020.00 "
186,Sushi,SUSHI,1.06,1.00%,1.40%,4.70%,84.30%,"$114,268,616.00 ","19,27,89,256",250 Million,"$204,063,773.00 "
187,WAX,WAXP,0.06,0.50%,-4.10%,-5.90%,20.70%,"$6,744,387.00 ","3,37,07,50,857",3.77 Billion,"$203,888,921.00 "
188,SwissBorg,BORG,0.21,0.50%,-1.40%,-2.10%,3.50%,"$720,191.00 ","98,46,54,858",985 Million,"$203,247,409.00 "
189,Waves,WAVES,2.03,0.30%,-3.10%,-15.30%,28.90%,"$54,488,248.00 ","10,00,00,000",100 Million,"$202,570,656.00 "
190,Ocean Protocol,OCEAN,0.46,0.90%,-2.10%,11.30%,54.10%,"$77,073,401.00 ","43,40,26,837",1.41 Billion,"$198,930,161.00 "
191,FINSCHIA,FNSA,27.03,0.50%,-2.60%,-5.00%,31.20%,"$428,058.00 ","73,64,293",7.36 Million,"$198,651,625.00 "
192,Ravencoin,RVN,0.02,-0.10%,-4.10%,-9.70%,12.40%,"$11,581,067.00 ","11,90,79,68,089",11.9 Billion,"$198,107,637.00 "
193,Memecoin,MEME,0.03,0.90%,-2.20%,-34.60%,,"$169,942,506.00 ","7,55,18,50,989",69 Billion,"$195,071,994.00 "
194,SXP,SXP,0.33,0.40%,-6.30%,-8.40%,16.10%,"$17,142,564.00 ","58,50,67,686",585 Million,"$191,985,775.00 "
195,Livepeer,LPT,6.34,0.40%,-6.30%,-13.80%,8.70%,"$33,602,693.00 ","2,97,64,387",29.8 Million,"$188,607,213.00 "
196,Moonbeam,GLMR,0.24,0.10%,-5.10%,-7.00%,35.40%,"$11,203,206.00 ","78,90,26,772",1.09 Billion,"$188,541,511.00 "
197,Telcoin,TEL, $-   ,1.30%,-0.60%,5.90%,103.30%,"$1,644,898.00 ","72,46,60,58,901",100 Billion,"$187,298,939.00 "
198,Band Protocol,BAND,1.37,0.30%,-5.90%,-9.20%,3.10%,"$12,628,249.00 ","13,61,97,694",141 Million,"$186,989,684.00 "
199,DeXe,DEXE,3.27,1.10%,-1.10%,-7.10%,53.30%,"$2,323,914.00 ","5,71,01,604",96.5 Million,"$186,569,299.00 "
200,Olympus,OHM,11.4,-0.10%,-0.10%,0.40%,-2.40%,"$183,117.00 ","1,63,65,246",26.8 Million,"$186,476,204.00 "
201,Ontology,ONT,0.21,0.00%,-4.80%,-9.40%,13.80%,"$7,812,163.00 ","89,63,97,857",1 Billion,"$184,624,659.00 "
202,Bonk,BONK, $-   ,1.70%,16.40%,62.80%,1320.00%,"$85,916,890.00 ","4,29,74,93,35,72,261",93.9 Trillion,"$184,591,575.00 "
203,DAO Maker,DAO,0.88,-0.70%,-2.00%,6.10%,63.70%,"$2,240,168.00 ","20,75,32,000",278 Million,"$182,156,175.00 "
204,Centrifuge,CFG,0.5,-1.00%,2.90%,-6.80%,54.50%,"$1,202,470.00 ","36,02,63,043",447 Million,"$181,160,270.00 "
205,Wrapped Centrifuge,WCFG,0.5,-1.40%,2.60%,-7.40%,54.20%,"$591,217.00 ","36,02,63,043",-,"$181,072,705.00 "
206,tomiNet,TOMI,2.04,0.20%,-3.60%,-11.50%,-13.10%,"$30,070,435.00 ","8,59,51,707",121 Million,"$175,567,288.00 "
207,Biconomy,BICO,0.25,0.60%,-6.20%,-14.50%,18.70%,"$7,631,716.00 ","70,13,91,763",1 Billion,"$175,352,140.00 "
208,GameAI,GAT,0.88,1.90%,0.60%,11.70%,4.10%,"$18,389,301.00 ","20,00,00,001",1 Billion,"$175,137,847.00 "
209,ECOMI,OMI, $-   ,1.30%,6.60%,-1.70%,-22.90%,"$949,073.00 ","2,71,15,52,52,708",311 Billion,"$174,568,824.00 "
210,sETH2,SETH2,"2,012.43",0.60%,1.70%,0.90%,20.80%,"$36,596.00 ","86,381",86.4 Thousand,"$173,835,150.00 "
211,EthereumPoW,ETHW,1.56,0.40%,0.50%,-2.80%,22.10%,"$5,522,443.00 ","10,78,18,943",108 Million,"$168,504,342.00 "
212,Magic,MAGIC,0.69,2.30%,2.90%,7.50%,42.80%,"$99,188,036.00 ","24,19,29,766",340 Million,"$167,859,487.00 "
213,Baby Doge Coin,BABYDOGE, $-   ,-2.20%,-5.60%,-10.70%,-1.70%,"$1,870,288.00 ","1,46,33,09,91,63,91,39,000",420 Quadrillion,"$167,536,593.00 "
214,Alchemix USD,ALUSD,0.99,0.20%,0.40%,0.40%,0.20%,"$2,494,799.00 ","16,76,72,845",168 Million,"$166,904,250.00 "
215,Polymesh,POLYX,0.19,0.70%,-5.10%,-9.20%,9.30%,"$14,292,372.00 ","87,87,09,031",879 Million,"$166,411,884.00 "
216,Polymath,POLY,0.19,3.40%,-10.80%,-28.20%,0.60%,"$2,235,168.00 ","89,85,50,830",1 Billion,"$166,306,659.00 "
217,Prisma mkUSD,MKUSD,0.99,0.00%,-0.10%,-0.50%,-0.20%,"$5,310,596.00 ","16,75,04,005",167 Million,"$166,046,484.00 "
218,Ribbon Finance,RBN,0.2,0.00%,-4.20%,11.30%,16.50%,"$830,191.00 ","83,56,83,231",1 Billion,"$165,959,207.00 "
219,CANTO,CANTO,0.29,0.20%,6.40%,17.30%,1.60%,"$10,691,840.00 ","55,12,16,876",1 Billion,"$160,927,730.00 "
220,IOST,IOST,0.01,0.20%,-3.10%,-6.70%,12.00%,"$6,696,929.00 ","18,70,88,94,189",18.7 Billion,"$160,614,486.00 "
221,Balancer,BAL,3.57,0.30%,-0.80%,-9.60%,13.00%,"$11,478,573.00 ","4,42,73,080",60.2 Million,"$158,577,400.00 "
222,PayPal USD,PYUSD,1,0.00%,-0.30%,0.00%,-0.30%,"$5,807,767.00 ","15,79,56,966",158 Million,"$157,679,587.00 "
223,Status,SNT,0.04,0.10%,-3.10%,-10.40%,47.20%,"$4,373,033.00 ","3,96,04,83,788",6.8 Billion,"$156,286,637.00 "
224,crvUSD,CRVUSD,0.99,0.00%,-0.20%,-0.40%,-0.70%,"$36,560,353.00 ","15,72,25,419",157 Million,"$156,006,137.00 "
225,cDAI,CDAI,0.02,-0.10%,-0.40%,-0.10%,0.00%,"$4,959.00 ","6,93,88,54,230",6.94 Billion,"$155,891,640.00 "
226,Bone ShibaSwap,BONE,0.62,0.20%,-1.40%,-6.30%,-17.20%,"$7,526,463.00 ","24,99,17,970",250 Million,"$155,107,348.00 "
227,Harmony,ONE,0.01,0.50%,-5.70%,-11.10%,27.50%,"$15,857,039.00 ","12,30,54,26,115",13.2 Billion,"$154,829,936.00 "
228,Gemini Dollar,GUSD,1,0.10%,-1.30%,-0.40%,-0.30%,"$832,262.00 ","15,16,64,494",152 Million,"$151,061,502.00 "
229,BENQI Liquid Staked AVAX,SAVAX,22.23,-0.10%,-6.50%,2.90%,101.30%,"$736,484.00 ","67,33,260",6.73 Million,"$150,858,008.00 "
230,Ultima,ULTIMA,"10,654.79",-0.90%,-6.40%,-11.20%,-19.90%,"$8,150,151.00 ","14,083",100 Thousand,"$150,050,783.00 "
231,Vulcan Forged,PYR,6.27,0.80%,1.50%,-7.30%,100.80%,"$14,682,494.00 ","2,38,97,700",50 Million,"$149,952,676.00 "
232,Kadena,KDA,0.59,0.80%,-1.80%,-5.90%,30.90%,"$5,555,829.00 ","25,43,91,906",1 Billion,"$149,072,705.00 "
233,cUSDC,CUSDC,0.02,0.10%,0.20%,0.30%,0.40%,$2.61 ,"6,40,13,09,257",6.4 Billion,"$148,317,735.00 "
234,OriginTrail,TRAC,0.39,2.20%,10.00%,42.60%,59.10%,"$2,385,221.00 ","38,27,98,499",500 Million,"$147,708,550.00 "
235,Wrapped Beacon ETH,WBETH,"2,068.57",0.30%,1.70%,0.80%,20.70%,"$15,016,672.00 ","70,938",70.9 Thousand,"$146,739,074.00 "
236,Lisk,LSK,1,0.40%,-7.00%,-11.20%,9.10%,"$3,684,187.00 ","14,48,18,773",-,"$144,528,188.00 "
237,Stratis,STRAX,0.92,-0.50%,-1.50%,-8.80%,49.70%,"$12,622,398.00 ","15,55,31,483",-,"$142,904,773.00 "
238,BTSE Token,BTSE,0.88,0.00%,-12.20%,-12.20%,-15.80%,"$13,646.00 ","16,20,61,501",200 Million,"$142,359,295.00 "
239,Nexus Mutual,NXM,20.82,0.20%,3.80%,-63.60%,-56.70%,"$17,878.00 ","67,52,544",6.75 Million,"$140,558,432.00 "
240,inSure DeFi,SURE,0.01,1.40%,-2.40%,11.50%,69.20%,"$438,091.00 ","26,48,26,93,217",88 Billion,"$138,424,432.00 "
241,Amp,AMP, $-   ,-0.30%,1.90%,21.60%,67.50%,"$13,964,879.00 ","56,12,79,38,240",99.4 Billion,"$138,359,592.00 "
242,Viction,VIC,1.43,-0.40%,1.90%,12.70%,-2.60%,"$354,279.00 ","9,73,33,840",100 Million,"$138,331,233.00 "
243,Horizen,ZEN,9.56,0.50%,-5.90%,-14.20%,16.90%,"$17,706,610.00 ","1,43,68,263",14.4 Million,"$137,389,547.00 "
244,Bitcoin Avalanche Bridged (BTC.b),BTC.B,"36,283.16",0.20%,-3.40%,0.60%,18.00%,"$14,795,734.00 ","3,733",3.73 Thousand,"$136,184,279.00 "
245,VVS Finance,VVS, $-   ,-1.10%,0.90%,-6.60%,61.50%,"$2,358,227.00 ","4,03,49,60,62,24,412",84.9 Trillion,"$135,761,211.00 "
246,Flux,FLUX,0.4,0.60%,-1.80%,-4.00%,19.60%,"$11,894,604.00 ","33,78,77,096",440 Million,"$135,070,914.00 "
247,STASIS EURO,EURS,1.08,-0.60%,-0.70%,0.20%,2.20%,"$2,375,581.00 ","12,41,25,940",124 Million,"$134,777,380.00 "
248,Orbs,ORBS,0.04,0.60%,-2.70%,-13.70%,-9.00%,"$7,594,847.00 ","3,21,74,86,459",10 Billion,"$133,108,128.00 "
249,BORA,BORA,0.13,0.10%,-5.00%,-9.80%,10.40%,"$287,338.00 ","99,37,50,000",1.21 Billion,"$132,252,254.00 "
250,Tribe,TRIBE,0.29,-0.60%,-0.20%,-6.90%,14.60%,"$121,861.00 ","45,50,15,531",1 Billion,"$130,731,151.00 "
251,API3,API3,1.33,0.30%,-4.80%,-11.20%,22.80%,"$9,551,711.00 ","9,71,92,405",126 Million,"$129,133,174.00 "
252,UMA,UMA,1.7,0.10%,-3.80%,-6.60%,23.40%,"$7,081,034.00 ","7,44,22,743",116 Million,"$126,818,479.00 "
253,Pundi X,PUNDIX,0.49,-2.40%,-1.50%,-5.90%,22.20%,"$11,670,163.00 ","25,84,22,692",258 Million,"$126,590,773.00 "
254,Liquity,LQTY,1.34,0.60%,-2.30%,-8.20%,-11.60%,"$27,507,188.00 ","9,43,98,007",100 Million,"$126,547,229.00 "
255,STP,STPT,0.06,0.00%,-5.30%,-3.70%,10.30%,"$6,785,349.00 ","1,94,24,20,283",1.94 Billion,"$125,474,483.00 "
256,JOE,JOE,0.37,-0.20%,1.50%,-15.40%,55.80%,"$15,357,862.00 ","34,14,59,396",500 Million,"$125,234,023.00 "
257,Hive,HIVE,0.34,0.70%,-3.30%,-8.30%,3.70%,"$1,283,437.00 ","37,12,61,454",∞,"$124,680,874.00 "
258,Gains Network,GNS,3.67,-0.10%,-2.50%,-10.50%,2.10%,"$7,403,194.00 ","3,37,58,852",33.8 Million,"$123,772,209.00 "
259,SSV Network,SSV,17.46,1.00%,1.50%,-5.60%,37.90%,"$20,515,085.00 ","70,85,673",11.1 Million,"$123,731,884.00 "
260,Energy Web,EWT,2.55,-0.50%,7.10%,10.40%,49.50%,"$2,357,684.00 ","4,82,67,290",69 Million,"$123,279,631.00 "
261,DigiByte,DGB,0.01,-0.60%,-5.70%,-12.20%,9.60%,"$4,782,158.00 ","16,64,96,19,571",21 Billion,"$121,840,677.00 "
262,Galxe,GAL,1.26,0.40%,-4.20%,-12.90%,7.80%,"$13,584,258.00 ","9,50,97,997",200 Million,"$120,179,817.00 "
263,Open Campus,EDU,0.56,0.20%,-8.50%,-6.70%,34.90%,"$15,624,072.00 ","20,85,93,750",1 Billion,"$117,299,078.00 "
264,Reserve Rights,RSR, $-   ,1.10%,-4.20%,-9.90%,26.00%,"$12,964,566.00 ","50,60,00,00,000",100 Billion,"$116,746,078.00 "
265,TerraClassicUSD,USTC,0.01,-0.10%,-0.60%,-6.60%,14.50%,"$8,317,300.00 ","8,98,09,96,763",9.79 Billion,"$116,148,657.00 "
266,eUSD,EUSD,1,0.40%,-1.60%,-0.20%,-1.00%,"$53,423.00 ","11,64,65,109",116 Million,"$115,979,611.00 "
267,Bitkub Coin,KUB,1.29,0.20%,-2.70%,-3.50%,34.80%,"$390,558.00 ","8,88,50,000",110 Million,"$115,002,897.00 "
268,Autonolas,OLAS,2.44,3.10%,29.60%,93.70%,143.50%,"$3,806,476.00 ","4,70,55,302",536 Million,"$114,018,453.00 "
269,Power Ledger,POWR,0.26,-2.30%,-5.70%,6.20%,12.40%,"$16,928,760.00 ","42,97,12,892",1 Billion,"$113,774,978.00 "
270,Decentralized Social,DESO,10.79,-1.10%,4.10%,-6.90%,24.50%,"$2,195,313.00 ","1,05,32,254",10.8 Million,"$113,307,581.00 "
271,Coin98,C98,0.18,-0.20%,-0.30%,-0.40%,19.10%,"$20,355,459.00 ","63,16,66,653",1 Billion,"$113,284,762.00 "
272,Blox,CDT,0.17,4.20%,5.00%,8.40%,8.00%,"$148,769.00 ","67,45,79,184",1 Billion,"$112,785,090.00 "
273,Seedify.fund,SFUND,1.93,-0.40%,6.10%,28.60%,207.10%,"$9,450,341.00 ","5,82,48,607",100 Million,"$112,402,660.00 "
274,Kyber Network Crystal,KNC,0.74,-0.80%,-2.70%,-10.30%,10.70%,"$18,035,324.00 ","15,12,90,858",229 Million,"$111,633,376.00 "
275,Constellation,DAG,0.04,0.60%,1.60%,-4.10%,29.90%,"$663,967.00 ","2,93,40,15,746",3.55 Billion,"$111,586,505.00 "
276,Short-term T-Bill Token,STBT,0.99,-,-,-,-, - ,"11,15,11,434",112 Million,"$110,856,111.00 "
277,PlayDapp,PLA,0.2,0.40%,-3.40%,-9.90%,10.70%,"$2,670,734.00 ","56,92,65,030",700 Million,"$110,986,735.00 "
278,Steem,STEEM,0.25,0.40%,-5.60%,-10.70%,14.90%,"$7,455,073.00 ","44,90,82,200",∞,"$110,419,068.00 "
279,Bluzelle,BLZ,0.26,2.40%,6.80%,8.90%,35.00%,"$13,616,580.00 ","42,64,54,177",500 Million,"$109,272,044.00 "
280,0x0.ai: AI Smart Contract,0X0,0.12,3.40%,7.00%,6.30%,34.80%,"$1,458,348.00 ","89,12,50,000",891 Million,"$108,787,347.00 "
281,dKargo,DKA,0.03,-0.40%,-2.60%,-6.20%,20.70%,"$3,448,376.00 ","3,15,29,16,667",5 Billion,"$108,294,993.00 "
282,Pocket Network,POKT,0.07,0.40%,0.50%,28.40%,192.20%,"$1,324,721.00 ","1,54,87,44,251",1.64 Billion,"$108,214,046.00 "
283,Stargate Finance,STG,0.53,0.30%,-0.70%,-6.30%,25.70%,"$48,370,749.00 ","20,43,48,516",1 Billion,"$107,777,769.00 "
284,Zephyr Protocol,ZEPH,44.48,-0.40%,53.70%,251.10%,1941.40%,"$8,029,154.00 ","24,15,561",2.42 Million,"$107,367,054.00 "
285,Maple,MPL,13.55,-0.80%,3.80%,17.10%,127.50%,"$1,428,008.00 ","79,19,160",10 Million,"$107,298,273.00 "
286,Cartesi,CTSI,0.14,0.20%,-3.10%,-11.70%,6.40%,"$10,119,850.00 ","76,39,42,187",1 Billion,"$106,937,602.00 "
287,Storj,STORJ,0.74,0.60%,5.20%,6.20%,97.00%,"$51,690,015.00 ","14,37,87,439",425 Million,"$106,215,443.00 "
288,Stride,STRD,1.19,0.60%,0.00%,-14.60%,148.20%,"$202,066.00 ","8,81,58,090",88.2 Million,"$104,702,311.00 "
289,Decimal,DEL,0.02,-0.30%,0.70%,-0.60%,-1.70%,"$1,593.00 ","5,97,98,52,190",5.98 Billion,"$104,714,310.00 "
290,Nervos Network,CKB, $-   ,-0.10%,-3.20%,-14.40%,18.70%,"$3,285,910.00 ","33,34,06,36,263",∞,"$104,251,540.00 "
291,MiL.k Alliance,MLK,0.32,2.20%,3.80%,0.00%,20.50%,"$3,492,866.00 ","32,20,81,133",986 Million,"$103,938,757.00 "
292,Pendle,PENDLE,1.07,0.60%,1.30%,-1.70%,38.20%,"$22,796,340.00 ","9,69,50,723",258 Million,"$103,775,651.00 "
293,iExec RLC,RLC,1.42,0.80%,-3.40%,2.60%,39.70%,"$11,867,966.00 ","7,23,82,548",87 Million,"$102,662,015.00 "
294,NuCypher,NU,0.07,-0.10%,-3.70%,-8.50%,9.60%,"$2,081.00 ",0,3.89 Billion,"$124,609,282.00 "
295,PAAL AI,PAAL,0.16,-7.60%,-5.10%,1.90%,153.50%,"$6,443,727.00 ","65,09,45,444",1 Billion,"$101,582,002.00 "
296,Ardor,ARDR,0.1,0.40%,-0.90%,-7.20%,21.10%,"$10,601,782.00 ","99,84,66,231",998 Million,"$101,455,960.00 "
297,Metal DAO,MTL,1.55,-1.80%,-2.50%,-12.00%,13.80%,"$7,567,074.00 ","6,46,33,864",66.6 Million,"$100,266,958.00 "
298,Function X,FX,0.15,0.40%,-2.40%,6.40%,24.30%,"$5,101,761.00 ","66,81,99,534",668 Million,"$100,038,703.00 "
299,LUKSO [OLD],LYXE,6.41,-0.20%,0.70%,-2.80%,23.50%,"$451,781.00 ","1,55,75,916",100 Million,"$99,791,237.00 "
300,Venus,XVS,6.51,0.10%,-10.20%,-7.50%,37.80%,"$28,825,658.00 ","1,53,38,520",29.7 Million,"$99,761,512.00 "
301,Bancor Network,BNT,0.74,-0.30%,-1.90%,-9.90%,33.50%,"$1,429,388.00 ","13,56,00,762",136 Million,"$99,761,631.00 "
302,Yield Guild Games,YGG,0.35,0.70%,-5.80%,-15.50%,48.50%,"$35,411,873.00 ","28,39,38,127",1 Billion,"$99,637,697.00 "
303,SmarDex,SDEX,0.01,-0.10%,4.80%,11.10%,45.10%,"$2,425,725.00 ","7,07,08,07,036",10 Billion,"$99,024,076.00 "
304,Swell Ethereum,SWETH,"2,072.21",0.00%,2.60%,1.70%,22.40%,"$627,812.00 ","47,588",47.6 Thousand,"$98,607,458.00 "
305,Loom Network (OLD),LOOMOLD,0.12,-0.30%,-2.50%,-9.00%,17.60%,"$391,440.00 ","83,39,14,552",1 Billion,"$98,133,256.00 "
306,MVL,MVL, $-   ,0.10%,-4.80%,-4.30%,20.00%,"$3,413,340.00 ","23,90,29,58,863",27.8 Billion,"$96,900,264.00 "
307,Numeraire,NMR,15.47,0.90%,1.80%,5.20%,23.40%,"$14,716,525.00 ","62,62,856",10.8 Million,"$96,867,070.00 "
308,Nym,NYM,0.16,0.10%,-0.20%,-4.70%,48.80%,"$1,142,460.00 ","60,94,78,782",1 Billion,"$96,863,790.00 "
309,RSK Infrastructure Framework,RIF,0.1,-0.50%,-0.80%,-7.10%,-6.10%,"$3,081,372.00 ","1,00,00,00,000",1 Billion,"$96,678,971.00 "
310,IQ,IQ,0.01,-0.40%,-3.40%,-5.10%,13.20%,"$2,603,395.00 ","17,20,19,26,356",17.2 Billion,"$96,485,382.00 "
311,Covalent,CQT,0.15,2.60%,5.10%,19.40%,21.30%,"$1,037,305.00 ","62,50,51,477",1 Billion,"$96,445,907.00 "
312,Orca,ORCA,2.23,-0.10%,5.00%,-5.80%,135.40%,"$626,672.00 ","4,31,16,815",100 Million,"$96,213,197.00 "
313,HarryPotterObamaSonic10Inu (ETH),BITCOIN,0.1,-5.80%,-0.70%,-24.20%,-1.70%,"$3,096,546.00 ","99,97,98,155",1 Billion,"$96,122,091.00 "
314,Celsius Network,CEL,0.23,0.40%,-4.10%,-7.70%,48.10%,"$1,207,799.00 ","42,34,15,980",693 Million,"$96,013,524.00 "
315,Smooth Love Potion,SLP, $-   ,-0.40%,-4.10%,2.30%,59.90%,"$26,080,392.00 ","41,28,38,64,685",∞,"$95,815,267.00 "
316,Tokamak Network,TON,2.24,1.90%,-1.50%,-1.70%,55.80%,"$20,862,469.00 ","4,33,66,133",61 Million,"$95,776,871.00 "
317,Krypton DAO,KRD,0.92,-1.40%,-5.40%,1.50%,14.50%,"$12,289.00 ","10,24,57,125",10 Billion,"$95,229,099.00 "
318,Nano,XNO,0.71,-1.40%,-3.20%,-3.30%,9.80%,"$4,869,742.00 ","13,32,48,290",133 Million,"$95,221,693.00 "
319,Medibloc,MED,0.01,0.50%,-1.60%,-6.80%,20.40%,"$2,954,972.00 ","8,03,01,22,504",9.34 Billion,"$95,203,413.00 "
320,Merit Circle,MC,0.85,-1.00%,2.70%,15.50%,82.40%,"$512,287.00 ","11,13,82,334",111 Million,"$94,223,232.00 "
321,AllianceBlock Nexera,NXRA,0.12,-1.10%,13.20%,17.60%,66.00%,"$2,153,613.00 ","79,12,59,050",850 Million,"$93,099,291.00 "
322,Alchemy Pay,ACH,0.02,0.40%,-4.00%,-6.60%,35.90%,"$17,714,784.00 ","4,94,36,91,067",10 Billion,"$92,350,829.00 "
323,Tenset,10SET,0.55,-2.40%,-8.80%,6.70%,198.40%,"$207,584.00 ","16,73,06,761",167 Million,"$92,159,113.00 "
324,Raydium,RAY,0.38,-0.90%,7.80%,-8.60%,111.70%,"$25,429,912.00 ","24,20,50,954",555 Million,"$91,726,336.00 "
325,Wrapped NXM,WNXM,41.94,0.60%,5.00%,5.30%,31.10%,"$2,813,704.00 ","21,84,877",2.18 Million,"$91,678,155.00 "
326,Sidus,SIDUS, $-   ,0.40%,5.30%,25.60%,332.60%,"$1,768,400.00 ","24,41,80,24,645",29.5 Billion,"$90,558,547.00 "
327,Secret,SCRT,0.34,0.10%,-3.80%,-7.70%,26.80%,"$3,342,953.00 ","26,64,82,066",283 Million,"$90,540,003.00 "
328,VeThor,VTHO, $-   ,0.30%,-4.00%,-6.00%,10.30%,"$1,273,602.00 ","69,56,84,81,938",∞,"$90,497,989.00 "
329,MovieBloc,MBL,0.01,-0.10%,-4.00%,-17.10%,56.60%,"$7,607,332.00 ","17,16,85,53,885",30 Billion,"$89,746,717.00 "
330,Civic,CVC,0.11,-0.30%,-5.50%,-12.90%,25.80%,"$9,925,124.00 ","80,20,00,010",1 Billion,"$89,714,168.00 "
331,CoinEx,CET,0.03,0.00%,-0.90%,-0.80%,9.00%,"$64,532.00 ","2,95,11,21,489",201 Million,"$89,017,030.00 "
332,HXRO,HXRO,0.15,0.50%,-2.40%,-8.60%,21.50%,"$7,376.00 ","61,03,85,692",1 Billion,"$88,915,994.00 "
333,Verus Coin,VRSC,1.26,-0.50%,-1.10%,-4.60%,90.00%,"$2,186.00 ","6,93,50,413",83.5 Million,"$88,269,185.00 "
334,Agoric,BLD,0.13,-0.10%,-3.10%,-10.50%,39.20%,"$252,239.00 ","64,91,59,296",1.06 Billion,"$87,192,654.00 "
335,Core,CORE,0.49,-0.70%,-0.20%,-3.00%,27.80%,"$24,028,543.00 ","17,53,69,212",2.1 Billion,"$86,575,679.00 "
336,Dogelon Mars,ELON, $-   ,0.00%,3.00%,2.60%,-31.10%,"$2,790,946.00 ","54,96,49,97,17,23,242",1 Quadrillion,"$85,962,738.00 "
337,Radiant Capital,RDNT,0.23,0.50%,-4.50%,-13.40%,4.90%,"$24,181,754.00 ","36,71,89,806",1 Billion,"$85,623,394.00 "
338,Nakamoto Games,NAKA,1.3,-0.30%,0.50%,-0.10%,75.60%,"$9,125,900.00 ","6,49,84,278",180 Million,"$84,189,221.00 "
339,Kinesis Gold,KAU,64.06,-0.20%,-0.90%,1.70%,1.20%,"$1,247,948.00 ","13,12,843",∞,"$84,090,430.00 "
340,Kwenta,KWENTA,187.1,-1.10%,7.90%,61.60%,196.10%,"$758,480.00 ","4,48,411",784 Thousand,"$83,855,025.00 "
341,Ergo,ERG,1.17,0.20%,-3.20%,-8.60%,27.50%,"$496,268.00 ","7,14,69,033",97.7 Million,"$83,793,327.00 "
342,StormX,STMX,0.01,0.90%,-3.30%,-12.50%,17.00%,"$9,521,915.00 ","11,00,00,00,000",12.5 Billion,"$83,612,889.00 "
343,Hooked Protocol,HOOK,0.87,0.30%,-4.80%,-14.80%,11.40%,"$13,247,151.00 ","9,58,33,333",500 Million,"$83,343,208.00 "
344,Kinesis Silver,KAG,23.72,-0.40%,-1.10%,1.80%,2.40%,"$148,557.00 ","34,87,963",∞,"$82,752,060.00 "
345,OMG Network,OMG,0.59,0.60%,-5.40%,-13.00%,22.70%,"$27,170,931.00 ","14,02,45,398",140 Million,"$82,660,482.00 "
346,Hifi Finance,HIFI,0.77,0.60%,-2.10%,-0.50%,52.20%,"$19,688,790.00 ","10,76,96,305",120 Million,"$82,612,117.00 "
347,Wilder World,WILD,0.29,-0.40%,1.20%,-2.60%,17.10%,"$539,086.00 ","27,81,14,681",500 Million,"$81,539,807.00 "
348,Marlin,POND,0.01,0.30%,-2.10%,-5.90%,18.30%,"$2,199,995.00 ","8,08,73,75,977",5.03 Billion,"$80,977,602.00 "
349,Dynex,DNX,1.04,-0.40%,-10.90%,31.90%,17.20%,"$2,853,573.00 ","7,70,27,607",77 Million,"$79,961,900.00 "
350,RSS3,RSS3,0.14,-2.60%,-5.40%,8.60%,53.90%,"$6,870,781.00 ","55,88,74,999",1 Billion,"$79,644,246.00 "
351,Unifi Protocol DAO,UNFI,10.56,0.10%,14.90%,19.30%,64.40%,"$52,337,575.00 ","74,95,742",10 Million,"$79,135,548.00 "
352,Origin Ether,OETH,"2,020.46",0.30%,1.70%,0.80%,20.50%,"$1,257,265.00 ","39,039",39 Thousand,"$78,875,017.00 "
353,Metis,METIS,17.98,0.10%,1.40%,-6.00%,41.10%,"$3,900,315.00 ","43,54,321",5.41 Million,"$78,213,105.00 "
354,Prom,PROM,4.28,-0.20%,-1.80%,-3.40%,0.40%,"$1,864,231.00 ","1,82,50,000",19.3 Million,"$78,204,417.00 "
355,Nerve Finance,NRV, $-   ,-0.40%,-1.10%,9.80%,7.90%,"$39,765.00 ",0,141 Million,"$60,499,825.00 "
356,Astrafer,ASTRAFER,0.49,0.10%,-2.20%,-11.00%,40.90%,"$68,797.00 ","15,65,53,961",888 Million,"$77,559,528.00 "
357,Celer Network,CELR,0.01,0.70%,-4.90%,-9.00%,9.40%,"$7,695,744.00 ","5,64,54,54,936",10 Billion,"$77,268,678.00 "
358,Gods Unchained,GODS,0.3,-0.60%,6.10%,21.60%,58.40%,"$4,823,417.00 ","25,34,72,222",500 Million,"$77,240,254.00 "
359,Stader ETHx,ETHX,"2,046.01",-0.10%,1.90%,0.70%,21.00%,"$49,621.00 ","37,719",37.7 Thousand,"$77,159,639.00 "
